experiment,metric,baseline,p_value,significant
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,full_information,1.0,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.615234375,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.9677734375,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.9677734375,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.9677734375,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.4609375,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.9814453125,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.919921875,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,full_information,1.0,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.6875,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.6875,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.4609375,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0029296875,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.615234375,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.1162109375,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.5771484375,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.75390625,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.9345703125,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.9345703125,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.8623046875,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.5390625,False
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.5_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0029296875,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.0625,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.625,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.10546875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.00390625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.328125,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.625,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.09375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.02734375,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.21875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.421875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.001953125,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.625,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,1.0,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.75,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.001953125,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.9375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.3125,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.037109375,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.921875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.34375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.951171875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.052734375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.984375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.921875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.98046875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.869140625,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.2158203125,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.609375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.40625,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.0029296875,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.6875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0185546875,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0029296875,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.5625,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.78125,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.3984375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.859375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.97265625,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.080078125,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.9296875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.671875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.1611328125,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.5625,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.96875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.02734375,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.34375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.84375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.013671875,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.15625,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.5,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.0185546875,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.921875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.0322265625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.1875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.21875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.0048828125,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.28125,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,popularity,1.0,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[2.5, 5.0]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.9375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.5,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0126953125,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0029296875,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.984375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.703125,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.291015625,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0029296875,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.5390625,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.6875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.248046875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.001953125,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.359375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.671875,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.021484375,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.90625,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.9375,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.064453125,False
"n_students-50_n_skills-5_smoothing-0.1_current_alpha_beta-[5.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.0029296875,True
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.5625,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.9375,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.322265625,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0068359375,True
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.3125,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.6875,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.48828125,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 10.0]",acc,random,0.00390625,True
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.375,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.5,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0126953125,True
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.21875,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.6875,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.029296875,True
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0068359375,True
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.7421875,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,popularity,0.59375,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,simple_markov,0.21875,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[10.0, 2.5]_future_alpha_beta-[5.0, 2.5]",acc,random,0.001953125,True
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,full_information,0.8203125,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,popularity,0.2890625,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[10.0, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,full_information,0.76953125,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,popularity,0.53125,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,simple_markov,0.625,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 10.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,full_information,0.51171875,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,popularity,0.7109375,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 2.5]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,full_information,0.765625,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,popularity,0.40625,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,simple_markov,0.064453125,False
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[2.5, 5.0]",acc,random,0.0009765625,True
"n_students-50_n_skills-5_smoothing-0.3_current_alpha_beta-[2.5, 10.0]_future_alpha_beta-[5.0, 2.5]",acc,full_information,0.6611328125,False
