experiment,metric,baseline,p_value,significant
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0068359375,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,full_information,0.9033203125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,popularity,0.8623046875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,random,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0185546875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,full_information,0.384765625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,popularity,0.71484375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,simple_markov,0.009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,random,0.013671875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.080078125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,full_information,0.9755859375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,popularity,0.990234375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0068359375,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,random,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.8125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,full_information,0.9345703125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,popularity,0.947265625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0068359375,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.2158203125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,full_information,0.615234375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,popularity,0.9345703125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,simple_markov,0.013671875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,random,0.0185546875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.34765625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,full_information,0.65234375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,popularity,0.9345703125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,simple_markov,0.009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,random,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.24609375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,full_information,0.5771484375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,popularity,0.380859375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0419921875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,random,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.1923828125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,full_information,0.7841796875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,popularity,0.8447265625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0048828125,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,random,0.0185546875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.052734375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,full_information,0.39453125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,popularity,0.1376953125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,random,0.0048828125,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.013671875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,full_information,0.787109375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,popularity,0.4228515625,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0048828125,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,random,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.1875,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,full_information,0.1611328125,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,popularity,0.5771484375,False
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,random,0.0029296875,True
"n_students-50_n_skills-10_smoothing-0.5_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.052734375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,full_information,1.0,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,popularity,1.0,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,full_information,1.0,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,popularity,0.9345703125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,full_information,1.0,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,popularity,0.8623046875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,full_information,1.0,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,popularity,0.8623046875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0048828125,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,full_information,1.0,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,popularity,0.9345703125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,random,0.001953125,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[2, 6]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0068359375,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,full_information,0.9345703125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,popularity,0.919921875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,full_information,0.990234375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,popularity,0.5,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,full_information,0.9970703125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,popularity,0.615234375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,full_information,1.0,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,popularity,0.947265625,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,full_information,0.998046875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,popularity,0.6875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[3, 5]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,full_information,0.8203125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,popularity,0.248046875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,full_information,0.919921875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,popularity,0.7841796875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,full_information,0.9931640625,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,popularity,0.052734375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,full_information,0.990234375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,popularity,0.9755859375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,full_information,0.8837890625,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,popularity,0.7216796875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[4, 4]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,full_information,0.8125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,popularity,0.65234375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.001953125,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,full_information,0.615234375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,popularity,0.6328125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,simple_markov,0.001953125,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,full_information,0.6328125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,popularity,0.849609375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,full_information,0.8837890625,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,popularity,0.52734375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,full_information,0.8203125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,popularity,0.2783203125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[5, 3]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,full_information,0.3125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,popularity,0.384765625,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,full_information,0.5869140625,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,popularity,0.53125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,full_information,1.0,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,popularity,0.9990234375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[4, 4]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,full_information,0.1796875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,popularity,0.1484375,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[5, 3]",acc,bayesian_network,0.0029296875,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,full_information,0.921875,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,popularity,0.3125,False
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.1_current_alpha_beta-[6, 2]_future_alpha_beta-[6, 2]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,full_information,0.9990234375,False
"n_students-50_n_skills-15_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,popularity,0.9755859375,False
"n_students-50_n_skills-15_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[2, 6]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,full_information,1.0,False
"n_students-50_n_skills-15_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,popularity,0.7841796875,False
"n_students-50_n_skills-15_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,simple_markov,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,random,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[3, 5]",acc,bayesian_network,0.0009765625,True
"n_students-50_n_skills-15_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,full_information,1.0,False
"n_students-50_n_skills-15_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,popularity,0.7841796875,False
"n_students-50_n_skills-15_smoothing-0.3_current_alpha_beta-[2, 6]_future_alpha_beta-[4, 4]",acc,simple_markov,0.0009765625,True
